date,sales,revenue,estado,codigo,asp,canal
2015-05-01,4,21766,Ciudad de México,CMX,5441.5,Correo
2015-05-01,27,156616,Ciudad de México,CMX,5800.592592592592,Call Center
2015-05-01,27,111005,Ciudad de México,CMX,4111.2962962962965,Recomendación
2015-05-01,36,186725,Ciudad de México,CMX,5186.805555555556,Web
2015-05-01,1,8021,Aguascalientes,AGU,8021,Correo
2015-05-01,6,57713,Aguascalientes,AGU,9618.833333333334,Call Center
2015-05-01,6,40906,Aguascalientes,AGU,6817.666666666667,Recomendación
2015-05-01,8,68809,Aguascalientes,AGU,8601.125,Web
2015-05-01,1,11393,Baja California,BCN,11393,Correo
2015-05-01,8,81980,Baja California,BCN,10247.5,Call Center
2015-05-01,8,58105,Baja California,BCN,7263.125,Recomendación
2015-05-01,11,97741,Baja California,BCN,8885.545454545454,Web
2015-05-01,2,13052,Baja California Sur,BCS,6526,Correo
2015-05-01,10,93913,Baja California Sur,BCS,9391.3,Call Center
2015-05-01,10,66563,Baja California Sur,BCS,6656.3,Recomendación
2015-05-01,13,111967,Baja California Sur,BCS,8612.846153846154,Web
2015-05-01,1,3190,Campeche,CAM,3190,Correo
2015-05-01,3,22957,Campeche,CAM,7652.333333333333,Call Center
2015-05-01,3,16271,Campeche,CAM,5423.666666666667,Recomendación
2015-05-01,4,27370,Campeche,CAM,6842.5,Web
2015-05-01,2,11381,Coahuila de Zaragoza,COA,5690.5,Correo
2015-05-01,12,81890,Coahuila de Zaragoza,COA,6824.166666666667,Call Center
2015-05-01,12,58041,Coahuila de Zaragoza,COA,4836.75,Recomendación
2015-05-01,16,97633,Coahuila de Zaragoza,COA,6102.0625,Web
2015-05-01,2,10950,Colima,COL,5475,Correo
2015-05-01,13,78793,Colima,COL,6061,Call Center
2015-05-01,13,55846,Colima,COL,4295.846153846154,Recomendación
2015-05-01,17,93940,Colima,COL,5525.882352941177,Web
2015-05-01,1,3068,Chiapas,CHP,3068,Correo
2015-05-01,3,22078,Chiapas,CHP,7359.333333333333,Call Center
2015-05-01,3,15648,Chiapas,CHP,5216,Recomendación
2015-05-01,4,26323,Chiapas,CHP,6580.75,Web
2015-05-01,2,8348,Chihuahua,CHH,4174,Correo
2015-05-01,14,60066,Chihuahua,CHH,4290.428571428572,Call Center
2015-05-01,13,42573,Chihuahua,CHH,3274.846153846154,Recomendación
2015-05-01,18,71613,Chihuahua,CHH,3978.5,Web
2015-05-01,2,8696,Durango,DUR,4348,Correo
2015-05-01,12,62575,Durango,DUR,5214.583333333333,Call Center
2015-05-01,12,44352,Durango,DUR,3696,Recomendación
2015-05-01,16,74605,Durango,DUR,4662.8125,Web
2015-05-01,2,9079,Guanajuato,GUA,4539.5,Correo
2015-05-01,12,65327,Guanajuato,GUA,5443.916666666667,Call Center
2015-05-01,12,46302,Guanajuato,GUA,3858.5,Recomendación
2015-05-01,15,77886,Guanajuato,GUA,5192.4,Web
2015-05-01,1,10048,Guerrero,GRO,10048,Correo
2015-05-01,6,72303,Guerrero,GRO,12050.5,Call Center
2015-05-01,6,51246,Guerrero,GRO,8541,Recomendación
2015-05-01,8,86203,Guerrero,GRO,10775.375,Web
2015-05-01,2,10144,Hidalgo,HID,5072,Correo
2015-05-01,11,72990,Hidalgo,HID,6635.454545454545,Call Center
2015-05-01,11,51733,Hidalgo,HID,4703,Recomendación
2015-05-01,14,87022,Hidalgo,HID,6215.857142857143,Web
2015-05-01,4,23912,Jalisco,JAL,5978,Correo
2015-05-01,23,172059,Jalisco,JAL,7480.826086956522,Call Center
2015-05-01,23,121951,Jalisco,JAL,5302.217391304348,Recomendación
2015-05-01,30,205137,Jalisco,JAL,6837.9,Web
2015-05-01,4,12396,México,MEX,3099,Correo
2015-05-01,22,89199,México,MEX,4054.5,Call Center
2015-05-01,22,63222,México,MEX,2873.7272727272725,Recomendación
2015-05-01,29,106347,México,MEX,3667.137931034483,Web
2015-05-01,1,8573,Michoacán de Ocampo,MIC,8573,Correo
2015-05-01,9,61689,Michoacán de Ocampo,MIC,6854.333333333333,Call Center
2015-05-01,9,43723,Michoacán de Ocampo,MIC,4858.111111111111,Recomendación
2015-05-01,11,73548,Michoacán de Ocampo,MIC,6686.181818181818,Web
2015-05-01,1,3190,Morelos,MOR,3190,Correo
2015-05-01,3,22957,Morelos,MOR,7652.333333333333,Call Center
2015-05-01,3,16271,Morelos,MOR,5423.666666666667,Recomendación
2015-05-01,4,27370,Morelos,MOR,6842.5,Web
2015-05-01,2,8531,Nayarit,NAY,4265.5,Correo
2015-05-01,11,61389,Nayarit,NAY,5580.818181818182,Call Center
2015-05-01,11,43511,Nayarit,NAY,3955.5454545454545,Recomendación
2015-05-01,15,73191,Nayarit,NAY,4879.4,Web
2015-05-01,4,12396,Nuevo León,NLE,3099,Correo
2015-05-01,22,89199,Nuevo León,NLE,4054.5,Call Center
2015-05-01,22,63222,Nuevo León,NLE,2873.7272727272725,Recomendación
2015-05-01,29,106347,Nuevo León,NLE,3667.137931034483,Web
2015-05-01,1,3068,Oaxaca,OAX,3068,Correo
2015-05-01,3,22078,Oaxaca,OAX,7359.333333333333,Call Center
2015-05-01,3,15648,Oaxaca,OAX,5216,Recomendación
2015-05-01,4,26323,Oaxaca,OAX,6580.75,Web
2015-05-01,1,7517,Puebla,PUE,7517,Correo
2015-05-01,7,54090,Puebla,PUE,7727.142857142857,Call Center
2015-05-01,7,38338,Puebla,PUE,5476.857142857143,Recomendación
2015-05-01,9,64489,Puebla,PUE,7165.444444444444,Web
2015-05-01,4,23912,Querétaro,QUE,5978,Correo
2015-05-01,23,172059,Querétaro,QUE,7480.826086956522,Call Center
2015-05-01,23,121951,Querétaro,QUE,5302.217391304348,Recomendación
2015-05-01,30,205137,Querétaro,QUE,6837.9,Web
2015-05-01,2,7567,Quintana Roo,ROO,3783.5,Correo
2015-05-01,12,54452,Quintana Roo,ROO,4537.666666666667,Call Center
2015-05-01,12,38594,Quintana Roo,ROO,3216.1666666666665,Recomendación
2015-05-01,16,64920,Quintana Roo,ROO,4057.5,Web
2015-05-01,1,7711,San Luis Potosí,SLP,7711,Correo
2015-05-01,9,55487,San Luis Potosí,SLP,6165.222222222223,Call Center
2015-05-01,9,39327,San Luis Potosí,SLP,4369.666666666667,Recomendación
2015-05-01,11,66154,San Luis Potosí,SLP,6014,Web
2015-05-01,1,5348,Sinaloa,SIN,5348,Correo
2015-05-01,9,38485,Sinaloa,SIN,4276.111111111111,Call Center
2015-05-01,9,27277,Sinaloa,SIN,3030.777777777778,Recomendación
2015-05-01,12,45883,Sinaloa,SIN,3823.5833333333335,Web
2015-05-01,2,10416,Sonora,SON,5208,Correo
2015-05-01,10,74951,Sonora,SON,7495.1,Call Center
2015-05-01,10,53123,Sonora,SON,5312.3,Recomendación
2015-05-01,13,89360,Sonora,SON,6873.846153846154,Web
2015-05-01,2,11749,Tabasco,TAB,5874.5,Correo
2015-05-01,12,84538,Tabasco,TAB,7044.833333333333,Call Center
2015-05-01,11,59918,Tabasco,TAB,5447.090909090909,Recomendación
2015-05-01,15,100791,Tabasco,TAB,6719.4,Web
2015-05-01,1,6715,Tamaulipas,TAM,6715,Correo
2015-05-01,8,48321,Tamaulipas,TAM,6040.125,Call Center
2015-05-01,8,34249,Tamaulipas,TAM,4281.125,Recomendación
2015-05-01,10,57611,Tamaulipas,TAM,5761.1,Web
2015-05-01,2,8504,Tlaxcala,TLA,4252,Correo
2015-05-01,11,61190,Tlaxcala,TLA,5562.727272727273,Call Center
2015-05-01,10,43370,Tlaxcala,TLA,4337,Recomendación
2015-05-01,14,72954,Tlaxcala,TLA,5211,Web
2015-05-01,2,9013,Veracruz de Ignacio de la Llave,VER,4506.5,Correo
2015-05-01,10,64853,Veracruz de Ignacio de la Llave,VER,6485.3,Call Center
2015-05-01,10,45966,Veracruz de Ignacio de la Llave,VER,4596.6,Recomendación
2015-05-01,13,77320,Veracruz de Ignacio de la Llave,VER,5947.692307692308,Web
2015-05-01,2,10335,Yucatán,YUC,5167.5,Correo
2015-05-01,12,74363,Yucatán,YUC,6196.916666666667,Call Center
2015-05-01,12,52707,Yucatán,YUC,4392.25,Recomendación
2015-05-01,16,88659,Yucatán,YUC,5541.1875,Web
2015-05-01,1,11673,Zacatecas,ZAC,11673,Correo
2015-05-01,9,83992,Zacatecas,ZAC,9332.444444444445,Call Center
2015-05-01,8,59531,Zacatecas,ZAC,7441.375,Recomendación
2015-05-01,11,100139,Zacatecas,ZAC,9103.545454545454,Web
2015-06-01,5,22955,Ciudad de México,CMX,4591,Correo
2015-06-01,29,165173,Ciudad de México,CMX,5695.620689655172,Call Center
2015-06-01,28,117070,Ciudad de México,CMX,4181.071428571428,Recomendación
2015-06-01,38,196927,Ciudad de México,CMX,5182.289473684211,Web
2015-06-01,1,8459,Aguascalientes,AGU,8459,Correo
2015-06-01,6,60867,Aguascalientes,AGU,10144.5,Call Center
2015-06-01,6,43141,Aguascalientes,AGU,7190.166666666667,Recomendación
2015-06-01,8,72568,Aguascalientes,AGU,9071,Web
2015-06-01,1,12016,Baja California,BCN,12016,Correo
2015-06-01,9,86459,Baja California,BCN,9606.555555555555,Call Center
2015-06-01,8,61280,Baja California,BCN,7660,Recomendación
2015-06-01,11,103081,Baja California,BCN,9371,Web
2015-06-01,2,13765,Baja California Sur,BCS,6882.5,Correo
2015-06-01,10,99044,Baja California Sur,BCS,9904.4,Call Center
2015-06-01,10,70200,Baja California Sur,BCS,7020,Recomendación
2015-06-01,13,118085,Baja California Sur,BCS,9083.461538461539,Web
2015-06-01,1,3365,Campeche,CAM,3365,Correo
2015-06-01,3,24211,Campeche,CAM,8070.333333333333,Call Center
2015-06-01,3,17160,Campeche,CAM,5720,Recomendación
2015-06-01,4,28865,Campeche,CAM,7216.25,Web
2015-06-01,2,12002,Coahuila de Zaragoza,COA,6001,Correo
2015-06-01,13,86364,Coahuila de Zaragoza,COA,6643.384615384615,Call Center
2015-06-01,13,61212,Coahuila de Zaragoza,COA,4708.615384615385,Recomendación
2015-06-01,17,102967,Coahuila de Zaragoza,COA,6056.882352941177,Web
2015-06-01,2,11548,Colima,COL,5774,Correo
2015-06-01,14,83097,Colima,COL,5935.5,Call Center
2015-06-01,13,58897,Colima,COL,4530.538461538462,Recomendación
2015-06-01,18,99073,Colima,COL,5504.055555555556,Web
2015-06-01,1,3236,Chiapas,CHP,3236,Correo
2015-06-01,3,23284,Chiapas,CHP,7761.333333333333,Call Center
2015-06-01,3,16503,Chiapas,CHP,5501,Recomendación
2015-06-01,4,27761,Chiapas,CHP,6940.25,Web
2015-06-01,2,8804,Chihuahua,CHH,4402,Correo
2015-06-01,15,63348,Chihuahua,CHH,4223.2,Call Center
2015-06-01,14,44899,Chihuahua,CHH,3207.0714285714284,Recomendación
2015-06-01,19,75526,Chihuahua,CHH,3975.0526315789475,Web
2015-06-01,2,9172,Durango,DUR,4586,Correo
2015-06-01,13,65994,Durango,DUR,5076.461538461538,Call Center
2015-06-01,13,46775,Durango,DUR,3598.076923076923,Recomendación
2015-06-01,17,78682,Durango,DUR,4628.35294117647,Web
2015-06-01,2,9575,Guanajuato,GUA,4787.5,Correo
2015-06-01,12,68896,Guanajuato,GUA,5741.333333333333,Call Center
2015-06-01,12,48832,Guanajuato,GUA,4069.3333333333335,Recomendación
2015-06-01,16,82141,Guanajuato,GUA,5133.8125,Web
2015-06-01,1,10597,Guerrero,GRO,10597,Correo
2015-06-01,7,76253,Guerrero,GRO,10893.285714285714,Call Center
2015-06-01,7,54046,Guerrero,GRO,7720.857142857143,Recomendación
2015-06-01,9,90913,Guerrero,GRO,10101.444444444445,Web
2015-06-01,2,10698,Hidalgo,HID,5349,Correo
2015-06-01,12,76978,Hidalgo,HID,6414.833333333333,Call Center
2015-06-01,11,54560,Hidalgo,HID,4960,Recomendación
2015-06-01,15,91777,Hidalgo,HID,6118.466666666666,Web
2015-06-01,4,25218,Jalisco,JAL,6304.5,Correo
2015-06-01,25,181460,Jalisco,JAL,7258.4,Call Center
2015-06-01,25,128614,Jalisco,JAL,5144.56,Recomendación
2015-06-01,32,216345,Jalisco,JAL,6760.78125,Web
2015-06-01,4,13074,México,MEX,3268.5,Correo
2015-06-01,23,94072,México,MEX,4090.086956521739,Call Center
2015-06-01,23,66676,México,MEX,2898.9565217391305,Recomendación
2015-06-01,30,112157,México,MEX,3738.5666666666666,Web
2015-06-01,1,9042,Michoacán de Ocampo,MIC,9042,Correo
2015-06-01,9,65059,Michoacán de Ocampo,MIC,7228.777777777777,Call Center
2015-06-01,9,46112,Michoacán de Ocampo,MIC,5123.555555555556,Recomendación
2015-06-01,12,77567,Michoacán de Ocampo,MIC,6463.916666666667,Web
2015-06-01,1,3365,Morelos,MOR,3365,Correo
2015-06-01,3,24211,Morelos,MOR,8070.333333333333,Call Center
2015-06-01,3,17160,Morelos,MOR,5720,Recomendación
2015-06-01,4,28865,Morelos,MOR,7216.25,Web
2015-06-01,2,8998,Nayarit,NAY,4499,Correo
2015-06-01,12,64743,Nayarit,NAY,5395.25,Call Center
2015-06-01,12,45888,Nayarit,NAY,3824,Recomendación
2015-06-01,15,77190,Nayarit,NAY,5146,Web
2015-06-01,4,13074,Nuevo León,NLE,3268.5,Correo
2015-06-01,23,94072,Nuevo León,NLE,4090.086956521739,Call Center
2015-06-01,23,66676,Nuevo León,NLE,2898.9565217391305,Recomendación
2015-06-01,30,112157,Nuevo León,NLE,3738.5666666666666,Web
2015-06-01,1,3236,Oaxaca,OAX,3236,Correo
2015-06-01,3,23284,Oaxaca,OAX,7761.333333333333,Call Center
2015-06-01,3,16503,Oaxaca,OAX,5501,Recomendación
2015-06-01,4,27761,Oaxaca,OAX,6940.25,Web
2015-06-01,1,7928,Puebla,PUE,7928,Correo
2015-06-01,7,57046,Puebla,PUE,8149.428571428572,Call Center
2015-06-01,7,40432,Puebla,PUE,5776,Recomendación
2015-06-01,9,68012,Puebla,PUE,7556.888888888889,Web
2015-06-01,4,25218,Querétaro,QUE,6304.5,Correo
2015-06-01,25,181460,Querétaro,QUE,7258.4,Call Center
2015-06-01,25,128614,Querétaro,QUE,5144.56,Recomendación
2015-06-01,32,216345,Querétaro,QUE,6760.78125,Web
2015-06-01,2,7981,Quintana Roo,ROO,3990.5,Correo
2015-06-01,13,57427,Quintana Roo,ROO,4417.461538461538,Call Center
2015-06-01,13,40702,Quintana Roo,ROO,3130.923076923077,Recomendación
2015-06-01,17,68467,Quintana Roo,ROO,4027.470588235294,Web
2015-06-01,1,8133,San Luis Potosí,SLP,8133,Correo
2015-06-01,9,58518,San Luis Potosí,SLP,6502,Call Center
2015-06-01,9,41476,San Luis Potosí,SLP,4608.444444444444,Recomendación
2015-06-01,12,69768,San Luis Potosí,SLP,5814,Web
2015-06-01,2,5641,Sinaloa,SIN,2820.5,Correo
2015-06-01,10,40588,Sinaloa,SIN,4058.8,Call Center
2015-06-01,10,28767,Sinaloa,SIN,2876.7,Recomendación
2015-06-01,13,48390,Sinaloa,SIN,3722.3076923076924,Web
2015-06-01,2,10985,Sonora,SON,5492.5,Correo
2015-06-01,11,79045,Sonora,SON,7185.909090909091,Call Center
2015-06-01,11,56025,Sonora,SON,5093.181818181818,Recomendación
2015-06-01,14,94242,Sonora,SON,6731.571428571428,Web
2015-06-01,2,12391,Tabasco,TAB,6195.5,Correo
2015-06-01,12,89157,Tabasco,TAB,7429.75,Call Center
2015-06-01,12,63192,Tabasco,TAB,5266,Recomendación
2015-06-01,16,106297,Tabasco,TAB,6643.5625,Web
2015-06-01,1,7082,Tamaulipas,TAM,7082,Correo
2015-06-01,8,50962,Tamaulipas,TAM,6370.25,Call Center
2015-06-01,8,36120,Tamaulipas,TAM,4515,Recomendación
2015-06-01,11,60759,Tamaulipas,TAM,5523.545454545455,Web
2015-06-01,2,8969,Tlaxcala,TLA,4484.5,Correo
2015-06-01,11,64534,Tlaxcala,TLA,5866.727272727273,Call Center
2015-06-01,11,45740,Tlaxcala,TLA,4158.181818181818,Recomendación
2015-06-01,15,76940,Tlaxcala,TLA,5129.333333333333,Web
2015-06-01,2,9505,Veracruz de Ignacio de la Llave,VER,4752.5,Correo
2015-06-01,11,68396,Veracruz de Ignacio de la Llave,VER,6217.818181818182,Call Center
2015-06-01,10,48477,Veracruz de Ignacio de la Llave,VER,4847.7,Recomendación
2015-06-01,14,81545,Veracruz de Ignacio de la Llave,VER,5824.642857142857,Web
2015-06-01,2,10899,Yucatán,YUC,5449.5,Correo
2015-06-01,13,78426,Yucatán,YUC,6032.7692307692305,Call Center
2015-06-01,13,55586,Yucatán,YUC,4275.846153846154,Recomendación
2015-06-01,17,93503,Yucatán,YUC,5500.176470588235,Web
2015-06-01,1,12310,Zacatecas,ZAC,12310,Correo
2015-06-01,9,88580,Zacatecas,ZAC,9842.222222222223,Call Center
2015-06-01,9,62783,Zacatecas,ZAC,6975.888888888889,Recomendación
2015-06-01,11,105610,Zacatecas,ZAC,9600.90909090909,Web
2015-07-01,4,21610,Ciudad de México,CMX,5402.5,Correo
2015-07-01,26,155496,Ciudad de México,CMX,5980.615384615385,Call Center
2015-07-01,26,110211,Ciudad de México,CMX,4238.884615384615,Recomendación
2015-07-01,34,185390,Ciudad de México,CMX,5452.64705882353,Web
2015-07-01,1,7963,Aguascalientes,AGU,7963,Correo
2015-07-01,6,57301,Aguascalientes,AGU,9550.166666666666,Call Center
2015-07-01,6,40613,Aguascalientes,AGU,6768.833333333333,Recomendación
2015-07-01,8,68317,Aguascalientes,AGU,8539.625,Web
2015-07-01,1,11312,Baja California,BCN,11312,Correo
2015-07-01,8,81394,Baja California,BCN,10174.25,Call Center
2015-07-01,8,57690,Baja California,BCN,7211.25,Recomendación
2015-07-01,10,97042,Baja California,BCN,9704.2,Web
2015-07-01,1,12958,Baja California Sur,BCS,12958,Correo
2015-07-01,9,93241,Baja California Sur,BCS,10360.111111111111,Call Center
2015-07-01,9,66087,Baja California Sur,BCS,7343,Recomendación
2015-07-01,12,111167,Baja California Sur,BCS,9263.916666666666,Web
2015-07-01,1,3168,Campeche,CAM,3168,Correo
2015-07-01,3,22792,Campeche,CAM,7597.333333333333,Call Center
2015-07-01,3,16154,Campeche,CAM,5384.666666666667,Recomendación
2015-07-01,4,27174,Campeche,CAM,6793.5,Web
2015-07-01,2,11299,Coahuila de Zaragoza,COA,5649.5,Correo
2015-07-01,12,81304,Coahuila de Zaragoza,COA,6775.333333333333,Call Center
2015-07-01,11,57626,Coahuila de Zaragoza,COA,5238.727272727273,Recomendación
2015-07-01,15,96935,Coahuila de Zaragoza,COA,6462.333333333333,Web
2015-07-01,2,10872,Colima,COL,5436,Correo
2015-07-01,12,78229,Colima,COL,6519.083333333333,Call Center
2015-07-01,12,55447,Colima,COL,4620.583333333333,Recomendación
2015-07-01,16,93268,Colima,COL,5829.25,Web
2015-07-01,1,3046,Chiapas,CHP,3046,Correo
2015-07-01,3,21920,Chiapas,CHP,7306.666666666667,Call Center
2015-07-01,3,15536,Chiapas,CHP,5178.666666666667,Recomendación
2015-07-01,4,26134,Chiapas,CHP,6533.5,Web
2015-07-01,2,8288,Chihuahua,CHH,4144,Correo
2015-07-01,13,59636,Chihuahua,CHH,4587.384615384615,Call Center
2015-07-01,13,42269,Chihuahua,CHH,3251.4615384615386,Recomendación
2015-07-01,17,71101,Chihuahua,CHH,4182.411764705882,Web
2015-07-01,2,8634,Durango,DUR,4317,Correo
2015-07-01,12,62128,Durango,DUR,5177.333333333333,Call Center
2015-07-01,12,44034,Durango,DUR,3669.5,Recomendación
2015-07-01,15,74072,Durango,DUR,4938.133333333333,Web
2015-07-01,2,9014,Guanajuato,GUA,4507,Correo
2015-07-01,11,64860,Guanajuato,GUA,5896.363636363636,Call Center
2015-07-01,11,45971,Guanajuato,GUA,4179.181818181818,Recomendación
2015-07-01,15,77329,Guanajuato,GUA,5155.266666666666,Web
2015-07-01,1,9976,Guerrero,GRO,9976,Correo
2015-07-01,6,71786,Guerrero,GRO,11964.333333333334,Call Center
2015-07-01,6,50880,Guerrero,GRO,8480,Recomendación
2015-07-01,8,85586,Guerrero,GRO,10698.25,Web
2015-07-01,2,10071,Hidalgo,HID,5035.5,Correo
2015-07-01,11,72468,Hidalgo,HID,6588,Call Center
2015-07-01,10,51363,Hidalgo,HID,5136.3,Recomendación
2015-07-01,14,86400,Hidalgo,HID,6171.428571428572,Web
2015-07-01,4,23741,Jalisco,JAL,5935.25,Correo
2015-07-01,23,170829,Jalisco,JAL,7427.347826086957,Call Center
2015-07-01,22,121079,Jalisco,JAL,5503.590909090909,Recomendación
2015-07-01,29,203670,Jalisco,JAL,7023.103448275862,Web
2015-07-01,3,12308,México,MEX,4102.666666666667,Correo
2015-07-01,21,88561,México,MEX,4217.190476190476,Call Center
2015-07-01,21,62770,México,MEX,2989.0476190476193,Recomendación
2015-07-01,28,105587,México,MEX,3770.964285714286,Web
2015-07-01,1,8512,Michoacán de Ocampo,MIC,8512,Correo
2015-07-01,9,61248,Michoacán de Ocampo,MIC,6805.333333333333,Call Center
2015-07-01,8,43411,Michoacán de Ocampo,MIC,5426.375,Recomendación
2015-07-01,11,73023,Michoacán de Ocampo,MIC,6638.454545454545,Web
2015-07-01,1,3168,Morelos,MOR,3168,Correo
2015-07-01,3,22792,Morelos,MOR,7597.333333333333,Call Center
2015-07-01,3,16154,Morelos,MOR,5384.666666666667,Recomendación
2015-07-01,4,27174,Morelos,MOR,6793.5,Web
2015-07-01,2,8470,Nayarit,NAY,4235,Correo
2015-07-01,11,60950,Nayarit,NAY,5540.909090909091,Call Center
2015-07-01,11,43199,Nayarit,NAY,3927.181818181818,Recomendación
2015-07-01,14,72667,Nayarit,NAY,5190.5,Web
2015-07-01,3,12308,Nuevo León,NLE,4102.666666666667,Correo
2015-07-01,21,88561,Nuevo León,NLE,4217.190476190476,Call Center
2015-07-01,21,62770,Nuevo León,NLE,2989.0476190476193,Recomendación
2015-07-01,28,105587,Nuevo León,NLE,3770.964285714286,Web
2015-07-01,1,3046,Oaxaca,OAX,3046,Correo
2015-07-01,3,21920,Oaxaca,OAX,7306.666666666667,Call Center
2015-07-01,3,15536,Oaxaca,OAX,5178.666666666667,Recomendación
2015-07-01,4,26134,Oaxaca,OAX,6533.5,Web
2015-07-01,1,7463,Puebla,PUE,7463,Correo
2015-07-01,7,53704,Puebla,PUE,7672,Call Center
2015-07-01,7,38064,Puebla,PUE,5437.714285714285,Recomendación
2015-07-01,9,64028,Puebla,PUE,7114.222222222223,Web
2015-07-01,4,23741,Querétaro,QUE,5935.25,Correo
2015-07-01,23,170829,Querétaro,QUE,7427.347826086957,Call Center
2015-07-01,22,121079,Querétaro,QUE,5503.590909090909,Recomendación
2015-07-01,29,203670,Querétaro,QUE,7023.103448275862,Web
2015-07-01,2,7513,Quintana Roo,ROO,3756.5,Correo
2015-07-01,12,54062,Quintana Roo,ROO,4505.166666666667,Call Center
2015-07-01,11,38318,Quintana Roo,ROO,3483.4545454545455,Recomendación
2015-07-01,15,64456,Quintana Roo,ROO,4297.066666666667,Web
2015-07-01,1,7656,San Luis Potosí,SLP,7656,Correo
2015-07-01,9,55090,San Luis Potosí,SLP,6121.111111111111,Call Center
2015-07-01,8,39046,San Luis Potosí,SLP,4880.75,Recomendación
2015-07-01,11,65681,San Luis Potosí,SLP,5971,Web
2015-07-01,1,5310,Sinaloa,SIN,5310,Correo
2015-07-01,9,38210,Sinaloa,SIN,4245.555555555556,Call Center
2015-07-01,9,27082,Sinaloa,SIN,3009.1111111111113,Recomendación
2015-07-01,12,45556,Sinaloa,SIN,3796.3333333333335,Web
2015-07-01,2,10342,Sonora,SON,5171,Correo
2015-07-01,10,74414,Sonora,SON,7441.4,Call Center
2015-07-01,10,52743,Sonora,SON,5274.3,Recomendación
2015-07-01,13,88721,Sonora,SON,6824.692307692308,Web
2015-07-01,2,11665,Tabasco,TAB,5832.5,Correo
2015-07-01,11,83934,Tabasco,TAB,7630.363636363636,Call Center
2015-07-01,11,59490,Tabasco,TAB,5408.181818181818,Recomendación
2015-07-01,14,100070,Tabasco,TAB,7147.857142857143,Web
2015-07-01,1,6667,Tamaulipas,TAM,6667,Correo
2015-07-01,8,47976,Tamaulipas,TAM,5997,Call Center
2015-07-01,7,34004,Tamaulipas,TAM,4857.714285714285,Recomendación
2015-07-01,10,57199,Tamaulipas,TAM,5719.9,Web
2015-07-01,2,8443,Tlaxcala,TLA,4221.5,Correo
2015-07-01,10,60753,Tlaxcala,TLA,6075.3,Call Center
2015-07-01,10,43060,Tlaxcala,TLA,4306,Recomendación
2015-07-01,13,72432,Tlaxcala,TLA,5571.692307692308,Web
2015-07-01,2,8948,Veracruz de Ignacio de la Llave,VER,4474,Correo
2015-07-01,10,64389,Veracruz de Ignacio de la Llave,VER,6438.9,Call Center
2015-07-01,10,45637,Veracruz de Ignacio de la Llave,VER,4563.7,Recomendación
2015-07-01,13,76767,Veracruz de Ignacio de la Llave,VER,5905.153846153846,Web
2015-07-01,2,10261,Yucatán,YUC,5130.5,Correo
2015-07-01,12,73831,Yucatán,YUC,6152.583333333333,Call Center
2015-07-01,12,52330,Yucatán,YUC,4360.833333333333,Recomendación
2015-07-01,15,88025,Yucatán,YUC,5868.333333333333,Web
2015-07-01,1,11589,Zacatecas,ZAC,11589,Correo
2015-07-01,8,83391,Zacatecas,ZAC,10423.875,Call Center
2015-07-01,8,59105,Zacatecas,ZAC,7388.125,Recomendación
2015-07-01,11,99423,Zacatecas,ZAC,9038.454545454546,Web
2015-08-01,4,21608,Ciudad de México,CMX,5402,Correo
2015-08-01,26,155480,Ciudad de México,CMX,5980,Call Center
2015-08-01,26,110200,Ciudad de México,CMX,4238.461538461538,Recomendación
2015-08-01,34,185370,Ciudad de México,CMX,5452.058823529412,Web
2015-08-01,1,7963,Aguascalientes,AGU,7963,Correo
2015-08-01,6,57295,Aguascalientes,AGU,9549.166666666666,Call Center
2015-08-01,6,40609,Aguascalientes,AGU,6768.166666666667,Recomendación
2015-08-01,8,68310,Aguascalientes,AGU,8538.75,Web
2015-08-01,1,11311,Baja California,BCN,11311,Correo
2015-08-01,8,81385,Baja California,BCN,10173.125,Call Center
2015-08-01,8,57684,Baja California,BCN,7210.5,Recomendación
2015-08-01,10,97031,Baja California,BCN,9703.1,Web
2015-08-01,1,12957,Baja California Sur,BCS,12957,Correo
2015-08-01,9,93231,Baja California Sur,BCS,10359,Call Center
2015-08-01,9,66080,Baja California Sur,BCS,7342.222222222223,Recomendación
2015-08-01,12,111155,Baja California Sur,BCS,9262.916666666666,Web
2015-08-01,1,3167,Campeche,CAM,3167,Correo
2015-08-01,3,22790,Campeche,CAM,7596.666666666667,Call Center
2015-08-01,3,16153,Campeche,CAM,5384.333333333333,Recomendación
2015-08-01,4,27171,Campeche,CAM,6792.75,Web
2015-08-01,2,11298,Coahuila de Zaragoza,COA,5649,Correo
2015-08-01,12,81296,Coahuila de Zaragoza,COA,6774.666666666667,Call Center
2015-08-01,11,57620,Coahuila de Zaragoza,COA,5238.181818181818,Recomendación
2015-08-01,15,96925,Coahuila de Zaragoza,COA,6461.666666666667,Web
2015-08-01,2,10871,Colima,COL,5435.5,Correo
2015-08-01,12,78221,Colima,COL,6518.416666666667,Call Center
2015-08-01,12,55441,Colima,COL,4620.083333333333,Recomendación
2015-08-01,16,93259,Colima,COL,5828.6875,Web
2015-08-01,1,3046,Chiapas,CHP,3046,Correo
2015-08-01,3,21918,Chiapas,CHP,7306,Call Center
2015-08-01,3,15535,Chiapas,CHP,5178.333333333333,Recomendación
2015-08-01,4,26132,Chiapas,CHP,6533,Web
2015-08-01,2,8287,Chihuahua,CHH,4143.5,Correo
2015-08-01,13,59630,Chihuahua,CHH,4586.923076923077,Call Center
